VTX, IDX, POSITION.x, POSITION.y, POSITION.z, NORMAL.x, NORMAL.y, NORMAL.z, NORMAL.w, TANGENT.x, TANGENT.y, TANGENT.z, TANGENT.w, COLOR.x, COLOR.y, COLOR.z, COLOR.w, TEXCOORD0.x, TEXCOORD0.y, TEXCOORD1.x, TEXCOORD1.y, TEXCOORD2.x, TEXCOORD2.y, TEXCOORD3.x, TEXCOORD3.y
100, 41369, -9.43558,  11.08626, -35.52321, -0.09192,  0.89404, -0.43823,  0.00,  0.99561,  0.07715, -0.05139, -1.00,  1.00,  1.00,  1.00,  1.00,  0.36719,  0.39697,  0.39668,  0.80129,  0.39668,  0.80129,  0.39668,  0.80129
101, 41376, -10.16327,  10.93927, -35.43122, -0.20276,  0.88135, -0.42627,  0.00,  0.97852,  0.16321, -0.12769, -1.00,  1.00,  1.00,  1.00,  1.00,  0.07037,  0.39697,  0.39308,  0.80129,  0.39308,  0.80129,  0.39308,  0.80129
102, 41376, -10.16327,  10.93927, -35.43122, -0.20276,  0.88135, -0.42627,  0.00,  0.97852,  0.16321, -0.12769, -1.00,  1.00,  1.00,  1.00,  1.00,  0.07037,  0.39697,  0.39308,  0.80129,  0.39308,  0.80129,  0.39308,  0.80129
103, 41369, -9.43558,  11.08626, -35.52321, -0.09192,  0.89404, -0.43823,  0.00,  0.99561,  0.07715, -0.05139, -1.00,  1.00,  1.00,  1.00,  1.00,  0.36719,  0.39697,  0.39668,  0.80129,  0.39668,  0.80129,  0.39668,  0.80129
104, 41364, -9.57202,  10.82544, -35.97721, -0.11749,  0.80566, -0.58105,  0.00,  0.99316,  0.08832, -0.07837, -1.00,  1.00,  1.00,  1.00,  1.00,  0.36646,  0.15735,  0.39667,  0.79884,  0.39667,  0.79884,  0.39667,  0.79884
105, 41376, -10.16327,  10.93927, -35.43122, -0.20276,  0.88135, -0.42627,  0.00,  0.97852,  0.16321, -0.12769, -1.00,  1.00,  1.00,  1.00,  1.00,  0.07037,  0.39697,  0.39308,  0.80129,  0.39308,  0.80129,  0.39308,  0.80129
106, 41364, -9.57202,  10.82544, -35.97721, -0.11749,  0.80566, -0.58105,  0.00,  0.99316,  0.08832, -0.07837, -1.00,  1.00,  1.00,  1.00,  1.00,  0.36646,  0.15735,  0.39667,  0.79884,  0.39667,  0.79884,  0.39667,  0.79884
107, 41363, -10.36417,  10.67846, -35.8372, -0.22546,  0.80078, -0.55469,  0.00,  0.97363,  0.16333, -0.15991, -1.00,  1.00,  1.00,  1.00,  1.00,  0.06934,  0.15735,  0.39306,  0.79884,  0.39306,  0.79884,  0.39306,  0.79884
108, 41377, -6.01801,  10.53501, -36.22609, -0.01926,  0.69336, -0.72021,  0.00,  1.00,  0.0103, -0.0168, -1.00,  1.00,  1.00,  1.00,  1.00,  1.13281,  0.01001,  0.55864,  0.62675,  0.55864,  0.62675,  0.55864,  0.62675
109, 41378, -7.47277,  10.51606, -36.16697, -0.03833,  0.69336, -0.71973,  0.00,  0.99902,  0.00856, -0.04498, -1.00,  1.00,  1.00,  1.00,  1.00,  0.56592,  0.00605,  0.55158,  0.62671,  0.55158,  0.62671,  0.55158,  0.62671
110, 41379, -7.4627,  10.75814, -35.93416, -0.03687,  0.77197, -0.63477,  0.00,  0.99902,  0.02187, -0.03146, -1.00,  1.00,  1.00,  1.00,  1.00,  0.56689,  0.1521,  0.55159,  0.62824,  0.55159,  0.62824,  0.55159,  0.62824
111, 41377, -6.01801,  10.53501, -36.22609, -0.01926,  0.69336, -0.72021,  0.00,  1.00,  0.0103, -0.0168, -1.00,  1.00,  1.00,  1.00,  1.00,  1.13281,  0.01001,  0.55864,  0.62675,  0.55864,  0.62675,  0.55864,  0.62675
112, 41379, -7.4627,  10.75814, -35.93416, -0.03687,  0.77197, -0.63477,  0.00,  0.99902,  0.02187, -0.03146, -1.00,  1.00,  1.00,  1.00,  1.00,  0.56689,  0.1521,  0.55159,  0.62824,  0.55159,  0.62824,  0.55159,  0.62824
113, 41380, -6.01282,  10.7771, -35.99328, -0.0184,  0.771, -0.63623,  0.00,  1.00,  0.0108, -0.01584, -1.00,  1.00,  1.00,  1.00,  1.00,  1.13379,  0.14441,  0.55865,  0.62816,  0.55865,  0.62816,  0.55865,  0.62816
114, 41381, -4.47113,  10.53501, -36.22609,  0.00,  0.69336, -0.7207,  0.00,  1.00,  0.00,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  1.73633,  0.01002,  0.56615,  0.62675,  0.56615,  0.62675,  0.56615,  0.62675
115, 41377, -6.01801,  10.53501, -36.22609, -0.01926,  0.69336, -0.72021,  0.00,  1.00,  0.0103, -0.0168, -1.00,  1.00,  1.00,  1.00,  1.00,  1.13281,  0.01001,  0.55864,  0.62675,  0.55864,  0.62675,  0.55864,  0.62675
116, 41380, -6.01282,  10.7771, -35.99328, -0.0184,  0.771, -0.63623,  0.00,  1.00,  0.0108, -0.01584, -1.00,  1.00,  1.00,  1.00,  1.00,  1.13379,  0.14441,  0.55865,  0.62816,  0.55865,  0.62816,  0.55865,  0.62816
117, 41381, -4.47113,  10.53501, -36.22609,  0.00,  0.69336, -0.7207,  0.00,  1.00,  0.00,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  1.73633,  0.01002,  0.56615,  0.62675,  0.56615,  0.62675,  0.56615,  0.62675
118, 41380, -6.01282,  10.7771, -35.99328, -0.0184,  0.771, -0.63623,  0.00,  1.00,  0.0108, -0.01584, -1.00,  1.00,  1.00,  1.00,  1.00,  1.13379,  0.14441,  0.55865,  0.62816,  0.55865,  0.62816,  0.55865,  0.62816
119, 41382, -4.47113,  10.7771, -35.99328, -1.19209E-07,  0.771, -0.63721,  0.00,  1.00,  0.00,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  1.73633,  0.14453,  0.56615,  0.62816,  0.56615,  0.62816,  0.56615,  0.62816
120, 41380, -6.01282,  10.7771, -35.99328, -0.0184,  0.771, -0.63623,  0.00,  1.00,  0.0108, -0.01584, -1.00,  1.00,  1.00,  1.00,  1.00,  1.13379,  0.14441,  0.55865,  0.62816,  0.55865,  0.62816,  0.55865,  0.62816
121, 41379, -7.4627,  10.75814, -35.93416, -0.03687,  0.77197, -0.63477,  0.00,  0.99902,  0.02187, -0.03146, -1.00,  1.00,  1.00,  1.00,  1.00,  0.56689,  0.1521,  0.55159,  0.62824,  0.55159,  0.62824,  0.55159,  0.62824
122, 41383, -7.44692,  11.05781, -35.46379, -0.03387,  0.88379, -0.46631,  0.00,  0.99951,  0.03082, -0.01418, -1.00,  1.00,  1.00,  1.00,  1.00,  0.56641,  0.41943,  0.55158,  0.63104,  0.55158,  0.63104,  0.55158,  0.63104
123, 41380, -6.01282,  10.7771, -35.99328, -0.0184,  0.771, -0.63623,  0.00,  1.00,  0.0108, -0.01584, -1.00,  1.00,  1.00,  1.00,  1.00,  1.13379,  0.14441,  0.55865,  0.62816,  0.55865,  0.62816,  0.55865,  0.62816
124, 41383, -7.44692,  11.05781, -35.46379, -0.03387,  0.88379, -0.46631,  0.00,  0.99951,  0.03082, -0.01418, -1.00,  1.00,  1.00,  1.00,  1.00,  0.56641,  0.41943,  0.55158,  0.63104,  0.55158,  0.63104,  0.55158,  0.63104
125, 41384, -6.00469,  11.085, -35.5196, -0.01697,  0.88379, -0.46802,  0.00,  1.00,  0.01313, -0.01147, -1.00,  1.00,  1.00,  1.00,  1.00,  1.13379,  0.39893,  0.55864,  0.63083,  0.55864,  0.63083,  0.55864,  0.63083
126, 41385, -7.40575,  11.42105, -34.60338, -0.03259,  0.92139, -0.3877,  0.00,  0.99951,  0.02948, -0.01398, -1.00,  1.00,  1.00,  1.00,  1.00,  0.56543,  1.00391,  0.55157,  0.63717,  0.55157,  0.63717,  0.55157,  0.63717
127, 41384, -6.00469,  11.085, -35.5196, -0.01697,  0.88379, -0.46802,  0.00,  1.00,  0.01313, -0.01147, -1.00,  1.00,  1.00,  1.00,  1.00,  1.13379,  0.39893,  0.55864,  0.63083,  0.55864,  0.63083,  0.55864,  0.63083
128, 41383, -7.44692,  11.05781, -35.46379, -0.03387,  0.88379, -0.46631,  0.00,  0.99951,  0.03082, -0.01418, -1.00,  1.00,  1.00,  1.00,  1.00,  0.56641,  0.41943,  0.55158,  0.63104,  0.55158,  0.63104,  0.55158,  0.63104
129, 41385, -7.40575,  11.42105, -34.60338, -0.03259,  0.92139, -0.3877,  0.00,  0.99951,  0.02948, -0.01398, -1.00,  1.00,  1.00,  1.00,  1.00,  0.56543,  1.00391,  0.55157,  0.63717,  0.55157,  0.63717,  0.55157,  0.63717
130, 41386, -5.98347,  11.44825, -34.65919, -0.01622,  0.92139, -0.38843,  0.00,  1.00,  0.01414, -0.00819, -1.00,  1.00,  1.00,  1.00,  1.00,  1.13379,  0.97949,  0.55864,  0.63691,  0.55864,  0.63691,  0.55864,  0.63691
131, 41384, -6.00469,  11.085, -35.5196, -0.01697,  0.88379, -0.46802,  0.00,  1.00,  0.01313, -0.01147, -1.00,  1.00,  1.00,  1.00,  1.00,  1.13379,  0.39893,  0.55864,  0.63083,  0.55864,  0.63083,  0.55864,  0.63083
132, 41387, -4.47113,  11.085, -35.5196,  0.00,  0.8833, -0.46875,  0.00,  1.00,  0.00,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  1.73633,  0.39893,  0.56615,  0.63083,  0.56615,  0.63083,  0.56615,  0.63083
133, 41384, -6.00469,  11.085, -35.5196, -0.01697,  0.88379, -0.46802,  0.00,  1.00,  0.01313, -0.01147, -1.00,  1.00,  1.00,  1.00,  1.00,  1.13379,  0.39893,  0.55864,  0.63083,  0.55864,  0.63083,  0.55864,  0.63083
134, 41386, -5.98347,  11.44825, -34.65919, -0.01622,  0.92139, -0.38843,  0.00,  1.00,  0.01414, -0.00819, -1.00,  1.00,  1.00,  1.00,  1.00,  1.13379,  0.97949,  0.55864,  0.63691,  0.55864,  0.63691,  0.55864,  0.63691
135, 41387, -4.47113,  11.085, -35.5196,  0.00,  0.8833, -0.46875,  0.00,  1.00,  0.00,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  1.73633,  0.39893,  0.56615,  0.63083,  0.56615,  0.63083,  0.56615,  0.63083
136, 41382, -4.47113,  10.7771, -35.99328, -1.19209E-07,  0.771, -0.63721,  0.00,  1.00,  0.00,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  1.73633,  0.14453,  0.56615,  0.62816,  0.56615,  0.62816,  0.56615,  0.62816
137, 41380, -6.01282,  10.7771, -35.99328, -0.0184,  0.771, -0.63623,  0.00,  1.00,  0.0108, -0.01584, -1.00,  1.00,  1.00,  1.00,  1.00,  1.13379,  0.14441,  0.55865,  0.62816,  0.55865,  0.62816,  0.55865,  0.62816
138, 41387, -4.47113,  11.085, -35.5196,  0.00,  0.8833, -0.46875,  0.00,  1.00,  0.00,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  1.73633,  0.39893,  0.56615,  0.63083,  0.56615,  0.63083,  0.56615,  0.63083
139, 41380, -6.01282,  10.7771, -35.99328, -0.0184,  0.771, -0.63623,  0.00,  1.00,  0.0108, -0.01584, -1.00,  1.00,  1.00,  1.00,  1.00,  1.13379,  0.14441,  0.55865,  0.62816,  0.55865,  0.62816,  0.55865,  0.62816
140, 41384, -6.00469,  11.085, -35.5196, -0.01697,  0.88379, -0.46802,  0.00,  1.00,  0.01313, -0.01147, -1.00,  1.00,  1.00,  1.00,  1.00,  1.13379,  0.39893,  0.55864,  0.63083,  0.55864,  0.63083,  0.55864,  0.63083
141, 41387, -4.47113,  11.085, -35.5196,  0.00,  0.8833, -0.46875,  0.00,  1.00,  0.00,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  1.73633,  0.39893,  0.56615,  0.63083,  0.56615,  0.63083,  0.56615,  0.63083
142, 41386, -5.98347,  11.44825, -34.65919, -0.01622,  0.92139, -0.38843,  0.00,  1.00,  0.01414, -0.00819, -1.00,  1.00,  1.00,  1.00,  1.00,  1.13379,  0.97949,  0.55864,  0.63691,  0.55864,  0.63691,  0.55864,  0.63691
143, 41388, -4.47113,  11.44825, -34.65919,  0.00,  0.92139, -0.38892,  0.00,  1.00,  0.00,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  1.73633,  0.97949,  0.56615,  0.63691,  0.56615,  0.63691,  0.56615,  0.63691
144, 41389, -3.03233,  10.10756, -36.82914,  0.0056,  0.68848, -0.7251,  0.00,  1.00, -0.00383,  0.00409, -1.00,  1.00,  1.00,  1.00,  1.00,  1.22852,  0.00384,  0.50187,  0.64108,  0.50187,  0.64108,  0.50187,  0.64108
145, 41390, -4.56145,  10.10756, -36.82914, -1.19209E-07,  0.7041, -0.71045,  0.00,  1.00,  0.00,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.63281,  0.00384,  0.49439,  0.64108,  0.49439,  0.64108,  0.49439,  0.64108
146, 41391, -4.55286,  10.38282, -36.55637,  0.00,  0.79541, -0.60596,  0.00,  1.00,  0.00,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.63184,  0.15735,  0.49437,  0.6427,  0.49437,  0.6427,  0.49437,  0.6427
147, 41389, -3.03233,  10.10756, -36.82914,  0.0056,  0.68848, -0.7251,  0.00,  1.00, -0.00383,  0.00409, -1.00,  1.00,  1.00,  1.00,  1.00,  1.22852,  0.00384,  0.50187,  0.64108,  0.50187,  0.64108,  0.50187,  0.64108
148, 41391, -4.55286,  10.38282, -36.55637,  0.00,  0.79541, -0.60596,  0.00,  1.00,  0.00,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.63184,  0.15735,  0.49437,  0.6427,  0.49437,  0.6427,  0.49437,  0.6427
149, 41392, -3.02811,  10.38282, -36.55637,  0.00287,  0.79053, -0.6123,  0.00,  1.00, -0.00228,  0.00176, -1.00,  1.00,  1.00,  1.00,  1.00,  1.22852,  0.15735,  0.50187,  0.6427,  0.50187,  0.6427,  0.50187,  0.6427
150, 41393, -1.55982,  10.08528, -36.80454,  0.01128,  0.67285, -0.73975,  0.00,  1.00, -0.00756,  0.00837, -1.00,  1.00,  1.00,  1.00,  1.00,  1.80371,  0.00384,  0.50909,  0.64108,  0.50909,  0.64108,  0.50909,  0.64108
151, 41389, -3.03233,  10.10756, -36.82914,  0.0056,  0.68848, -0.7251,  0.00,  1.00, -0.00383,  0.00409, -1.00,  1.00,  1.00,  1.00,  1.00,  1.22852,  0.00384,  0.50187,  0.64108,  0.50187,  0.64108,  0.50187,  0.64108
152, 41392, -3.02811,  10.38282, -36.55637,  0.00287,  0.79053, -0.6123,  0.00,  1.00, -0.00228,  0.00176, -1.00,  1.00,  1.00,  1.00,  1.00,  1.22852,  0.15735,  0.50187,  0.6427,  0.50187,  0.6427,  0.50187,  0.6427
153, 41393, -1.55982,  10.08528, -36.80454,  0.01128,  0.67285, -0.73975,  0.00,  1.00, -0.00756,  0.00837, -1.00,  1.00,  1.00,  1.00,  1.00,  1.80371,  0.00384,  0.50909,  0.64108,  0.50909,  0.64108,  0.50909,  0.64108
154, 41392, -3.02811,  10.38282, -36.55637,  0.00287,  0.79053, -0.6123,  0.00,  1.00, -0.00228,  0.00176, -1.00,  1.00,  1.00,  1.00,  1.00,  1.22852,  0.15735,  0.50187,  0.6427,  0.50187,  0.6427,  0.50187,  0.6427
155, 41394, -1.55982,  10.38282, -36.55637,  0.00572,  0.78369, -0.62061,  0.00,  1.00, -0.00352,  0.00476, -1.00,  1.00,  1.00,  1.00,  1.00,  1.80371,  0.15735,  0.50909,  0.6427,  0.50909,  0.6427,  0.50909,  0.6427
156, 41392, -3.02811,  10.38282, -36.55637,  0.00287,  0.79053, -0.6123,  0.00,  1.00, -0.00228,  0.00176, -1.00,  1.00,  1.00,  1.00,  1.00,  1.22852,  0.15735,  0.50187,  0.6427,  0.50187,  0.6427,  0.50187,  0.6427
157, 41391, -4.55286,  10.38282, -36.55637,  0.00,  0.79541, -0.60596,  0.00,  1.00,  0.00,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.63184,  0.15735,  0.49437,  0.6427,  0.49437,  0.6427,  0.49437,  0.6427
158, 41395, -4.53561,  10.6386, -36.09569,  0.00,  0.90576, -0.42358,  0.00,  1.00,  0.00,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.63281,  0.39697,  0.49439,  0.64524,  0.49439,  0.64524,  0.49439,  0.64524
159, 41392, -3.02811,  10.38282, -36.55637,  0.00287,  0.79053, -0.6123,  0.00,  1.00, -0.00228,  0.00176, -1.00,  1.00,  1.00,  1.00,  1.00,  1.22852,  0.15735,  0.50187,  0.6427,  0.50187,  0.6427,  0.50187,  0.6427
160, 41395, -4.53561,  10.6386, -36.09569,  0.00,  0.90576, -0.42358,  0.00,  1.00,  0.00,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.63281,  0.39697,  0.49439,  0.64524,  0.49439,  0.64524,  0.49439,  0.64524
161, 41396, -3.01965,  10.6386, -36.09569,  0.00,  0.90674, -0.42212,  0.00,  1.00,  0.00,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  1.22949,  0.39697,  0.50188,  0.64524,  0.50188,  0.64524,  0.50188,  0.64524
162, 41397, -4.49444,  10.97828, -35.20564,  0.00,  0.93408, -0.35645,  0.00,  1.00,  0.00,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.63281,  0.97949,  0.49439,  0.6514,  0.49439,  0.6514,  0.49439,  0.6514
163, 41396, -3.01965,  10.6386, -36.09569,  0.00,  0.90674, -0.42212,  0.00,  1.00,  0.00,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  1.22949,  0.39697,  0.50188,  0.64524,  0.50188,  0.64524,  0.50188,  0.64524
164, 41395, -4.53561,  10.6386, -36.09569,  0.00,  0.90576, -0.42358,  0.00,  1.00,  0.00,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.63281,  0.39697,  0.49439,  0.64524,  0.49439,  0.64524,  0.49439,  0.64524
165, 41397, -4.49444,  10.97828, -35.20564,  0.00,  0.93408, -0.35645,  0.00,  1.00,  0.00,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  0.63281,  0.97949,  0.49439,  0.6514,  0.49439,  0.6514,  0.49439,  0.6514
166, 41398, -2.99945,  10.97828, -35.20564,  0.00,  0.93408, -0.35645,  0.00,  1.00,  0.00,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  1.22949,  0.97949,  0.50188,  0.6514,  0.50188,  0.6514,  0.50188,  0.6514
167, 41396, -3.01965,  10.6386, -36.09569,  0.00,  0.90674, -0.42212,  0.00,  1.00,  0.00,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  1.22949,  0.39697,  0.50188,  0.64524,  0.50188,  0.64524,  0.50188,  0.64524
168, 41399, -1.55982,  10.6386, -36.09569,  0.00,  0.90674, -0.42212,  0.00,  1.00,  0.00,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  1.80371,  0.39697,  0.50909,  0.64524,  0.50909,  0.64524,  0.50909,  0.64524
169, 41396, -3.01965,  10.6386, -36.09569,  0.00,  0.90674, -0.42212,  0.00,  1.00,  0.00,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  1.22949,  0.39697,  0.50188,  0.64524,  0.50188,  0.64524,  0.50188,  0.64524
170, 41398, -2.99945,  10.97828, -35.20564,  0.00,  0.93408, -0.35645,  0.00,  1.00,  0.00,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  1.22949,  0.97949,  0.50188,  0.6514,  0.50188,  0.6514,  0.50188,  0.6514
171, 41399, -1.55982,  10.6386, -36.09569,  0.00,  0.90674, -0.42212,  0.00,  1.00,  0.00,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  1.80371,  0.39697,  0.50909,  0.64524,  0.50909,  0.64524,  0.50909,  0.64524
172, 41394, -1.55982,  10.38282, -36.55637,  0.00572,  0.78369, -0.62061,  0.00,  1.00, -0.00352,  0.00476, -1.00,  1.00,  1.00,  1.00,  1.00,  1.80371,  0.15735,  0.50909,  0.6427,  0.50909,  0.6427,  0.50909,  0.6427
173, 41392, -3.02811,  10.38282, -36.55637,  0.00287,  0.79053, -0.6123,  0.00,  1.00, -0.00228,  0.00176, -1.00,  1.00,  1.00,  1.00,  1.00,  1.22852,  0.15735,  0.50187,  0.6427,  0.50187,  0.6427,  0.50187,  0.6427
174, 41399, -1.55982,  10.6386, -36.09569,  0.00,  0.90674, -0.42212,  0.00,  1.00,  0.00,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  1.80371,  0.39697,  0.50909,  0.64524,  0.50909,  0.64524,  0.50909,  0.64524
175, 41392, -3.02811,  10.38282, -36.55637,  0.00287,  0.79053, -0.6123,  0.00,  1.00, -0.00228,  0.00176, -1.00,  1.00,  1.00,  1.00,  1.00,  1.22852,  0.15735,  0.50187,  0.6427,  0.50187,  0.6427,  0.50187,  0.6427
176, 41396, -3.01965,  10.6386, -36.09569,  0.00,  0.90674, -0.42212,  0.00,  1.00,  0.00,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  1.22949,  0.39697,  0.50188,  0.64524,  0.50188,  0.64524,  0.50188,  0.64524
177, 41399, -1.55982,  10.6386, -36.09569,  0.00,  0.90674, -0.42212,  0.00,  1.00,  0.00,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  1.80371,  0.39697,  0.50909,  0.64524,  0.50909,  0.64524,  0.50909,  0.64524
178, 41398, -2.99945,  10.97828, -35.20564,  0.00,  0.93408, -0.35645,  0.00,  1.00,  0.00,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  1.22949,  0.97949,  0.50188,  0.6514,  0.50188,  0.6514,  0.50188,  0.6514
179, 41400, -1.55982,  10.97828, -35.20564,  0.00,  0.93408, -0.35645,  0.00,  1.00,  0.00,  0.00, -1.00,  1.00,  1.00,  1.00,  1.00,  1.80371,  0.97949,  0.50909,  0.6514,  0.50909,  0.6514,  0.50909,  0.6514
180, 41401, -0.02894,  10.09575, -36.80911, -1.19209E-07,  0.70313, -0.71094,  0.00,  1.00, -0.01557, -0.0154, -1.00,  1.00,  1.00,  1.00,  1.00,  1.52832,  0.01001,  0.55201,  0.79359,  0.55201,  0.79359,  0.55201,  0.79359
181, 41402, -1.7282,  10.076, -36.75025, -0.03287,  0.70264, -0.71094,  0.00,  0.99951,  0.01761, -0.02884, -1.00,  1.00,  1.00,  1.00,  1.00,  0.86572,  0.00605,  0.54379,  0.79354,  0.54379,  0.79354,  0.54379,  0.79354
182, 41403, -1.71813,  10.31495, -36.51422, -0.03165,  0.78076, -0.62402,  0.00,  0.99951,  0.02351, -0.02129, -1.00,  1.00,  1.00,  1.00,  1.00,  0.8667,  0.1521,  0.5438,  0.79507,  0.5438,  0.79507,  0.5438,  0.79507
183, 41401, -0.02894,  10.09575, -36.80911, -1.19209E-07,  0.70313, -0.71094,  0.00,  1.00, -0.01557, -0.0154, -1.00,  1.00,  1.00,  1.00,  1.00,  1.52832,  0.01001,  0.55201,  0.79359,  0.55201,  0.79359,  0.55201,  0.79359
184, 41403, -1.71813,  10.31495, -36.51422, -0.03165,  0.78076, -0.62402,  0.00,  0.99951,  0.02351, -0.02129, -1.00,  1.00,  1.00,  1.00,  1.00,  0.8667,  0.1521,  0.5438,  0.79507,  0.5438,  0.79507,  0.5438,  0.79507
185, 41404, -0.02894,  10.3347, -36.57308,  0.00,  0.78027, -0.625,  0.00,  1.00, -0.01049, -0.01309, -1.00,  1.00,  1.00,  1.00,  1.00,  1.52734,  0.14441,  0.552,  0.79499,  0.552,  0.79499,  0.552,  0.79499
186, 41404, -0.02894,  10.3347, -36.57308,  0.00,  0.78027, -0.625,  0.00,  1.00, -0.01049, -0.01309, -1.00,  1.00,  1.00,  1.00,  1.00,  1.52734,  0.14441,  0.552,  0.79499,  0.552,  0.79499,  0.552,  0.79499
187, 41403, -1.71813,  10.31495, -36.51422, -0.03165,  0.78076, -0.62402,  0.00,  0.99951,  0.02351, -0.02129, -1.00,  1.00,  1.00,  1.00,  1.00,  0.8667,  0.1521,  0.5438,  0.79507,  0.5438,  0.79507,  0.5438,  0.79507
188, 41405, -1.70235,  10.60936, -36.03665, -0.02924,  0.89014, -0.45435,  0.00,  0.99951,  0.02682, -0.01175, -1.00,  1.00,  1.00,  1.00,  1.00,  0.86572,  0.41943,  0.54379,  0.79786,  0.54379,  0.79786,  0.54379,  0.79786
189, 41404, -0.02894,  10.3347, -36.57308,  0.00,  0.78027, -0.625,  0.00,  1.00, -0.01049, -0.01309, -1.00,  1.00,  1.00,  1.00,  1.00,  1.52734,  0.14441,  0.552,  0.79499,  0.552,  0.79499,  0.552,  0.79499
190, 41405, -1.70235,  10.60936, -36.03665, -0.02924,  0.89014, -0.45435,  0.00,  0.99951,  0.02682, -0.01175, -1.00,  1.00,  1.00,  1.00,  1.00,  0.86572,  0.41943,  0.54379,  0.79786,  0.54379,  0.79786,  0.54379,  0.79786
191, 41406, -0.02894,  10.6373, -36.09209,  0.00,  0.89063, -0.45483,  0.00,  1.00, -0.00327, -0.00639, -1.00,  1.00,  1.00,  1.00,  1.00,  1.52441,  0.39893,  0.55196,  0.79765,  0.55196,  0.79765,  0.55196,  0.79765
192, 41407, -1.66118,  10.96106, -35.17146, -0.02826,  0.92627, -0.37573,  0.00,  0.99951,  0.02573, -0.01179, -1.00,  1.00,  1.00,  1.00,  1.00,  0.86523,  1.00391,  0.54378,  0.80397,  0.54378,  0.80397,  0.54378,  0.80397
193, 41406, -0.02894,  10.6373, -36.09209,  0.00,  0.89063, -0.45483,  0.00,  1.00, -0.00327, -0.00639, -1.00,  1.00,  1.00,  1.00,  1.00,  1.52441,  0.39893,  0.55196,  0.79765,  0.55196,  0.79765,  0.55196,  0.79765
194, 41405, -1.70235,  10.60936, -36.03665, -0.02924,  0.89014, -0.45435,  0.00,  0.99951,  0.02682, -0.01175, -1.00,  1.00,  1.00,  1.00,  1.00,  0.86572,  0.41943,  0.54379,  0.79786,  0.54379,  0.79786,  0.54379,  0.79786
195, 41407, -1.66118,  10.96106, -35.17146, -0.02826,  0.92627, -0.37573,  0.00,  0.99951,  0.02573, -0.01179, -1.00,  1.00,  1.00,  1.00,  1.00,  0.86523,  1.00391,  0.54378,  0.80397,  0.54378,  0.80397,  0.54378,  0.80397
196, 41408, -0.02894,  10.98899, -35.22691,  0.00,  0.92676, -0.37598,  0.00,  1.00, -0.0014, -0.00346, -1.00,  1.00,  1.00,  1.00,  1.00,  1.5166,  0.97949,  0.55187,  0.80372,  0.55187,  0.80372,  0.55187,  0.80372
197, 41406, -0.02894,  10.6373, -36.09209,  0.00,  0.89063, -0.45483,  0.00,  1.00, -0.00327, -0.00639, -1.00,  1.00,  1.00,  1.00,  1.00,  1.52441,  0.39893,  0.55196,  0.79765,  0.55196,  0.79765,  0.55196,  0.79765
198, 41409, -10.02548,  10.0856, -36.82011, -0.07971,  0.72363, -0.68555,  0.00,  0.99658,  0.05606, -0.05676, -1.00,  1.00,  1.00,  1.00,  1.00,  0.97314,  0.00384,  0.47303,  0.60071,  0.47303,  0.60071,  0.47303,  0.60071
199, 41410, -10.89004,  10.0067, -36.74002, -0.13464,  0.73389, -0.66553,  0.00,  0.99072,  0.09448, -0.09613, -1.00,  1.00,  1.00,  1.00,  1.00,  0.68018,  0.00384,  0.46941,  0.60071,  0.46941,  0.60071,  0.46941,  0.60071
200, 41411, -10.69948,  10.28196, -36.46725, -0.14026,  0.79932, -0.58447,  0.00,  0.98975,  0.09973, -0.10107, -1.00,  1.00,  1.00,  1.00,  1.00,  0.6792,  0.15735,  0.4694,  0.6023,  0.4694,  0.6023,  0.4694,  0.6023
